Id, Title, Isbn, Year, CallNumber, CcbcCollection, Genres, NewEdition, NonUsPublisher, Publisher, OriginallyPublishedIn, Translated, TranslatedNotes, Subject, Subject Disability Notes, Subject Heritage/Region Notes, Subject Lgbtq Notes, Subject Religion Notes, Primary Character 1, PrimaryCharacterDisabilityNotes 1, PrimaryCharacterHeritageNotes 1, PrimaryCharacterSexualityNotes 1, PrimaryCharacterTypeNotes 1, PrimaryCharacterReligionNotes 1, PrimaryCharacterHeritageByNotes 1, PrimaryCharacterGenderNotes 1, Primary Character 2, PrimaryCharacterDisabilityNotes 2, PrimaryCharacterHeritageNotes 2, PrimaryCharacterSexualityNotes 2, PrimaryCharacterTypeNotes 2, PrimaryCharacterReligionNotes 2, PrimaryCharacterHeritageByNotes 2, PrimaryCharacterGenderNotes 2, Primary Character 3, PrimaryCharacterDisabilityNotes 3, PrimaryCharacterHeritageNotes 3, PrimaryCharacterSexualityNotes 3, PrimaryCharacterTypeNotes 3, PrimaryCharacterReligionNotes 3, PrimaryCharacterHeritageByNotes 3, PrimaryCharacterGenderNotes 3, Primary Character 4, PrimaryCharacterDisabilityNotes 4, PrimaryCharacterHeritageNotes 4, PrimaryCharacterSexualityNotes 4, PrimaryCharacterTypeNotes 4, PrimaryCharacterReligionNotes 4, PrimaryCharacterHeritageByNotes 4, PrimaryCharacterGenderNotes 4, Primary Character 5, PrimaryCharacterDisabilityNotes 5, PrimaryCharacterHeritageNotes 5, PrimaryCharacterSexualityNotes 5, PrimaryCharacterTypeNotes 5, PrimaryCharacterReligionNotes 5, PrimaryCharacterHeritageByNotes 5, PrimaryCharacterGenderNotes 5, Secondary Character 1, SecondaryCharacterDisabilityNotes 1, SecondaryCharacterHeritageNotes 1, SecondaryCharacterSexualityNotes 1, SecondaryCharacterTypeNotes 1, SecondaryCharacterReligionNotes 1, SecondaryCharacterHeritageByNotes 1, SecondaryCharacterGenderNotes 1, Secondary Character 2, SecondaryCharacterDisabilityNotes 2, SecondaryCharacterHeritageNotes 2, SecondaryCharacterSexualityNotes 2, SecondaryCharacterTypeNotes 2, SecondaryCharacterReligionNotes 2, SecondaryCharacterHeritageByNotes 2, SecondaryCharacterGenderNotes 2, Secondary Character 3, SecondaryCharacterDisabilityNotes 3, SecondaryCharacterHeritageNotes 3, SecondaryCharacterSexualityNotes 3, SecondaryCharacterTypeNotes 3, SecondaryCharacterReligionNotes 3, SecondaryCharacterHeritageByNotes 3, SecondaryCharacterGenderNotes 3, Secondary Character 4, SecondaryCharacterDisabilityNotes 4, SecondaryCharacterHeritageNotes 4, SecondaryCharacterSexualityNotes 4, SecondaryCharacterTypeNotes 4, SecondaryCharacterReligionNotes 4, SecondaryCharacterHeritageByNotes 4, SecondaryCharacterGenderNotes 4, Secondary Character 5, SecondaryCharacterDisabilityNotes 5, SecondaryCharacterHeritageNotes 5, SecondaryCharacterSexualityNotes 5, SecondaryCharacterTypeNotes 5, SecondaryCharacterReligionNotes 5, SecondaryCharacterHeritageByNotes 5, SecondaryCharacterGenderNotes 5, Contributors, ContributorTypes, Contributor Identity, ContributorDisabilityNotes, ContributorLgbtqNotes, ContributorSpecificCulture, GenderMarkerNotes, Gender Markers
"14999","Aretha Franklin (Little People, Big Dreams)","9780711246867","2020","SNF","Non-Fiction","Biography/History, Series Non-fiction","No","No","Frances Lincoln Children's Books / Quarto","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ma Isabel Sanchez Vegara, Amy Blackwell","Author, Illustrator","Female, White (Ma Isabel Sanchez Vegara), Female, White (Amy Blackwell)","","","Also known as Maria Isabel Sanchez Vegara and Isabel Sanchez Vegara","",""
"15116","What Is the Civil Rights Movement? (Who HQ)","9781524792305","2020","SNF","Non-Fiction","Biography/History, Series Non-fiction","No","No","Penguin Random House / Penguin Workshop","","No","","Black/African, Christian","","About the Civil Rights Movement","","Christian (primary)","Black/African, Christian, Female, Human, Male, Text, Text","","African American","","","MLK Jr. was Christian.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tim Foley, Sherri L Smith","Author, Illustrator","Male, White (Tim Foley), Female (Sherri L Smith)","","","","",""
"15118","Who Was Martin Luther King, Jr.?","9780593222737","2020","SNF","Non-Fiction","Biography/History, Board Book, Series Non-fiction","No","No","Penguin Random House / Rise x Penguin Workshop","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lisbeth Kaiser, Stanley Chow","Author, Illustrator","Female, White (Lisbeth Kaiser), Asian, Male (Stanley Chow)","","","","",""
"15144","I Want to Ride the Tap Tap","9780374312145","2021","Joseph","Picture Book","Contemporary","No","No","Farrar Straus Giroux","","No","","Black/African, Christian, Latinx","","Haitian (all characters); set in Haiti","","Christian (primary)","Black/African, Christian, Human, Latinx, Male, Text, Text","","Haitian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Danielle Joseph, Olivier Ganthier","Author, Illustrator","Female, White (Danielle Joseph), Black/African, Latinx, Male (Olivier Ganthier)","","","Haitian","",""
"15245","Peter Easter Frog","9781481464895","2021","Dealey","Picture Book","Animal Fantasy","No","No","Caitlyn Dlouhy Books / Simon & Schuster","","No","","Christian","","","","Easter book","Animal, Male, Text","","","","Frog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal","","","","Various species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G. Brian Karas, Erin Dealey","Author, Illustrator","Male, White (G. Brian Karas), Female, White (Erin Dealey)","","","","",""
"15430","The Easter Egg Is Missing!","9780358192657","2021","Platt","Picture Book","Board Book, Contemporary","No","No","Houghton Mifflin Harcourt","","No","","Christian, Multicultural General","","Multicultural group (primary)","","Easter book","Christian, Female, Group, Human, Illustrations, Illustrations, Male","","Diverse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cynthia Platt, Kathryn Selbert","Author, Illustrator","Female, White (Cynthia Platt), Female, White (Kathryn Selbert)","","","","",""
"15433","Your Mama","9781328631886","2021","Ramos","Picture Book","Contemporary","No","No","Houghton Mifflin Harcourt / Versify","","No","","Christian, Latinx","","Cued Latinx (2 primary))","","They go to church.","Female, Human, Illustrations, Illustrations, Latinx, Text, Text","","Brown skin and black hair, Spanish words mixed in text","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoNieqa Ramos, Jacqueline Alcantara","Author, Illustrator","Female, Latinx (NoNieqa Ramos), Female, Latinx (Jacqueline Alcantara)","","","Honduran American","",""
"15635","Mahalia Jackson: Freedom's Voice (VIP: Very Important People)","9780062978097","2021","SNF Jackson","Non-Fiction","Biography/History, Series Non-fiction","No","No","Harper / HarperCollins","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denise Lewis Patrick, Jen Bricking","Author, Illustrator","Black/African, Female (Denise Lewis Patrick), Female, White (Jen Bricking)","","","African American","",""
"15646","Too Small Tola","9781536211276","2021","Atinuke","Fiction","Contemporary","No","No","Candlewick","","No","","Black/African, Christian","","Nigerian (primary); set in Nigeria","","Christian (primary); Muslim (secondary)","Black/African, Christian, Female, Human, Text, Text","","Nigerian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Illustrations, Male, Muslim, Text, Text","","Tola's family members are Nigerian. Mr. Abdul's heritage is unspecified. ","","","Tola's family is Christian. Mr. Abdul and his family are Muslim.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Atinuke, Onyinye Iwu","Author, Illustrator","Black/African, Female ( Atinuke), Black/African, Female (Onyinye Iwu)","","","Nigerian, Nigerian (born in Italy, now lives in UK)","",""
"15659","Forward Me Back to You","9780374304928","2019","Perkins","Fiction","Contemporary","No","No","Farrar Straus Giroux","","No","","Asian, Christian, Latinx","","Biracial (Brazilian American/white) (1 primary); Indian American (1 primary); set in India","","Christian (primary)","Asian, Christian, Female, Human, Latinx, Male, Multiracial, Other Heritage Specification, Text","","Katina is biracial (Brazilian American/white). Ravi is Indian American.","","2","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mitali Perkins","Author","Asian, Female (Mitali Perkins)","","","Indian (Bengali) American","",""
"15681","I Was Their American Dream","9780525575115","2019","741.5 Gharib","Non-Fiction","Biography/History, Graphic Novel","No","No","Clarkson Potter / Crown","","No","","Arab, Asian, Black/African, Christian, Muslim","","Biracial (Filipinx/Egyptian American) (primary)","","Primary character's mother is Catholic, her father Muslim.","Arab, Asian, Black/African, Christian, Female, Human, Multiracial, Muslim, Text, Text","","Malaka is biracial (Egyptian and Filipinx American).","","","Her family is interfaith (Catholic and Muslim).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Malaka Gharib","Author","Arab, Asian, Black/African, Female (Malaka Gharib)","","","Biracial (Filipinx/Egyptian American)","",""
"15803","Joe Biden: Our 46th President","9781534479326","2021","920 Biden","Non-Fiction","Biography/History","No","No","Aladdin / Simon & Schuster","","No","","Christian, Cognitive/Neurological","Stutter (primary)","","","Catholic (primary)","Christian, Cognitive/Neurological, Confirmed White, Human, Male, Text, Text","Stutter","","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Beatrice Gormley","Author","Female, White (Beatrice Gormley)","","","","",""
"16148","All Our Hidden Gifts","9781536213942","2021","O'Donoghue","Fiction","Fantasy","No","No","Candlewick / Walker","","No","","Asian, Christian, LGBTQ Character/Topic","","Biracial (Filipinx Irish/white) (secondary)","Bisexual genderqueer person (secondary)","Primary character attends a Catholic school","Assumed White, Christian, Female, Human, Other Heritage Specification, Text","","","","","Attends a Catholic chool","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Confirmed White, Female, Human, LGBTQ+, Multiracial, Other Gender, Other Heritage Specification, Transgender","","Roe and Lily are assumed white. Fiona is biracial (Filipinx Irish/white).","Roe is bisexual and genderqueer.","","","Kirkus","Roe is genderqueer. Lily and Fiona are cis females.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caroline O'Donoghue","Author","Female, White (Caroline O'Donoghue)","","","","",""
"16189","Friendship Superhero (Courtney, 1986)","9781683371700","2021","Hertz","Fiction","Historical, Series Fiction","No","No","American Girl","","No","","Christian, Physical","HIV/AIDS (secondary)","","","Primary character celebrates Christmas.","Assumed White, Christian, Female, Human, Illustrations, Text, Text","","","","","Courtney and her family celebrate Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Assumed White, Female, Human, Illustrations, Male, Physical, Text, Text","Isaac has HIV/AIDS.","Kip is Japanese American. Isaac and Sarah are white.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kellen Hertz","Author","Female, White (Kellen Hertz)","","","","",""
"16298","Anita and the Dragons","9781911373636","2021","Carmona","Picture Book","Contemporary","No","Yes","Lantana","","No","","Black/African, Christian, Latinx","","Afro-Dominican (primary and secondary); set in the Dominican Republic","","Primary character's mother carries rosary beads.","Black/African, Female, Human, Illustrations, Latinx, Text, Text","","Afro-Dominican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Illustrations, Latinx, Male, Text, Text","","Afro-Dominican","","","Primary character's mother carries rosary beads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hannah Carmona, Anna Cunha","Author, Illustrator","Female, Latinx (Hannah Carmona), Female, Latinx (Anna Cunha)","","","Brazilian, Puerto Rican and Dominican","",""
"16336","Ways to Grow Love (Ryan Hart, #2)","9781547800588","2021","Watson","Fiction","Contemporary, Series Fiction","No","No","Bloomsbury","","No","","Black/African, Christian","","African American (primary and secondary)","","Christian (primary and secondary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Renee Watson, Nina Mata","Author, Illustrator","Black/African, Female (Renee Watson), Asian, Female (Nina Mata)","","","African American, Filipino American","",""
"16345","These Unlucky Stars","9781547605385","2021","McDunn","Fiction","Contemporary","No","No","Bloomsbury","","No","","Christian","","","","Christian (primary)","Assumed White, Christian, Female, Human, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Human, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gillian McDunn","Author","Female, White (Gillian McDunn)","","","","",""
"16380","Baby Loves Electrical Engineering on Christmas!","9781623541910","2021","SNF","Non-Fiction","Board Book, Series Non-fiction","No","No","Charlesbridge","","No","","Brown Skin Unspecified, Christian","","Brown skin (primary)","","Christmas book","Brown Skin, Christian, Female, Human, Illustrations, Illustrations","","","","","Celebrates Christmas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ruth Spiro, Irene Chan","Author, Illustrator","Female, White (Ruth Spiro), Asian, Female (Irene Chan)","","","Hong Konger","",""
